,right,cam,cam_time,rate,ctm,ctm_time,error_level
0,1,2454,266.9165930747986,0,2454,266.9165930747986,0
1,1,5997,266.9165930747986,0,5997,266.9165930747986,0
2,1,11449,266.9165930747986,0,11449,266.9165930747986,0
3,1,11455,266.9165930747986,0,11455,266.9165930747986,0
4,1,1807,266.9165930747986,0,1807,266.9165930747986,0
5,1,11466,266.9165930747986,0,11466,266.9165930747986,0
6,1,2533,266.9165930747986,0,2533,266.9165930747986,0
7,1,2738,266.9165930747986,0,2738,266.9165930747986,0
8,1,16596,266.9165930747986,0,16596,266.9165930747986,0
9,1,15206,266.9165930747986,0,15206,266.9165930747986,0
10,1,2203,266.9165930747986,0,2203,266.9165930747986,0
11,1,15205,266.9165930747986,0,15205,266.9165930747986,0
12,1,15204,266.9165930747986,0,15204,266.9165930747986,0
13,1,9820,266.9165930747986,0,9820,266.9165930747986,0
14,1,3454,266.9165930747986,0,3454,266.9165930747986,0
15,1,9818,266.9165930747986,0,9818,266.9165930747986,0
16,1,2206,266.9165930747986,0,2206,266.9165930747986,0
17,0,5951,266.9165930747986,0,5951,266.9165930747986,5
18,1,4036,266.9165930747986,0,4036,266.9165930747986,0
19,1,6237,266.9165930747986,0,6237,266.9165930747986,0
20,1,11447,266.9165930747986,0,11447,266.9165930747986,0
21,1,15014,266.9165930747986,0,15014,266.9165930747986,0
22,1,14710,266.9165930747986,0,14710,266.9165930747986,0
23,0,2602,266.9165930747986,0,2602,266.9165930747986,5
24,1,11424,266.9165930747986,0,11424,266.9165930747986,0
25,0,1755,266.9165930747986,0,1755,266.9165930747986,10
26,1,6241,266.9165930747986,0,6241,266.9165930747986,0
27,1,7245,266.9165930747986,0,7245,266.9165930747986,0
28,1,13581,266.9165930747986,0,13581,266.9165930747986,0
29,1,7306,266.9165930747986,0,7306,266.9165930747986,0
30,1,11433,266.9165930747986,0,11433,266.9165930747986,0
31,1,2173,266.9165930747986,0,2173,266.9165930747986,0
32,1,7058,266.9165930747986,0,7058,266.9165930747986,0
33,1,9817,266.9165930747986,0,9817,266.9165930747986,0
34,1,9815,266.9165930747986,0,9815,266.9165930747986,0
35,1,7295,266.9165930747986,0,7295,266.9165930747986,0
36,1,14729,266.9165930747986,0,14729,266.9165930747986,0
37,1,16595,266.9165930747986,0,16595,266.9165930747986,0
38,1,14602,266.9165930747986,0,14602,266.9165930747986,0
39,1,14177,266.9165930747986,0,14177,266.9165930747986,0
40,1,6170,266.9165930747986,0,6170,266.9165930747986,0
41,1,11434,266.9165930747986,0,11434,266.9165930747986,0
42,0,7328,266.9165930747986,0,7328,266.9165930747986,100
43,1,3635,266.9165930747986,0,3635,266.9165930747986,0
44,1,5544,266.9165930747986,0,5544,266.9165930747986,0
45,1,15220,266.9165930747986,0,15220,266.9165930747986,0
46,1,5527,266.9165930747986,0,5527,266.9165930747986,0
47,1,12257,266.9165930747986,0,12257,266.9165930747986,0
48,0,2853,266.9165930747986,0,2853,266.9165930747986,5
49,0,5508,266.9165930747986,0,5508,266.9165930747986,5
50,1,5510,266.9165930747986,0,5510,266.9165930747986,0
51,1,1781,266.9165930747986,0,1781,266.9165930747986,0
52,1,15214,266.9165930747986,0,15214,266.9165930747986,0
53,1,14400,266.9165930747986,0,14400,266.9165930747986,0
54,1,1780,266.9165930747986,0,1780,266.9165930747986,0
55,1,11441,266.9165930747986,0,11441,266.9165930747986,0
56,1,9813,266.9165930747986,0,9813,266.9165930747986,0
57,1,5583,266.9165930747986,0,5583,266.9165930747986,0
58,1,11444,266.9165930747986,0,11444,266.9165930747986,0
59,1,7171,266.9165930747986,0,7171,266.9165930747986,0
60,1,15242,266.9165930747986,0,15242,266.9165930747986,0
61,1,14633,266.9165930747986,0,14633,266.9165930747986,0
62,1,9807,266.9165930747986,0,9807,266.9165930747986,0
63,1,15227,266.9165930747986,0,15227,266.9165930747986,0
64,1,11505,266.9165930747986,0,11505,266.9165930747986,0
65,1,4207,266.9165930747986,0,4207,266.9165930747986,0
66,0,2183,266.9165930747986,0,2183,266.9165930747986,5
67,0,7286,266.9165930747986,0,7286,266.9165930747986,5
68,0,2489,266.9165930747986,0,2489,266.9165930747986,5
69,1,12650,266.9165930747986,0,12650,266.9165930747986,0
70,1,14992,266.9165930747986,0,14992,266.9165930747986,0
71,1,3311,266.9165930747986,0,3311,266.9165930747986,0
72,1,12400,266.9165930747986,0,12400,266.9165930747986,0
73,1,5466,266.9165930747986,0,5466,266.9165930747986,0
74,1,5761,266.9165930747986,0,5761,266.9165930747986,0
75,1,4085,266.9165930747986,0,4085,266.9165930747986,0
76,1,11518,266.9165930747986,0,11518,266.9165930747986,0
77,1,5779,266.9165930747986,0,5779,266.9165930747986,0
78,1,7256,266.9165930747986,0,7256,266.9165930747986,0
79,1,5745,266.9165930747986,0,5745,266.9165930747986,0
80,1,4115,266.9165930747986,0,4115,266.9165930747986,0
81,1,13404,266.9165930747986,0,13404,266.9165930747986,0
82,1,12668,266.9165930747986,0,12668,266.9165930747986,0
83,1,14259,266.9165930747986,0,14259,266.9165930747986,0
84,1,15162,266.9165930747986,0,15162,266.9165930747986,0
85,1,5817,266.9165930747986,0,5817,266.9165930747986,0
86,1,9842,266.9165930747986,0,9842,266.9165930747986,0
87,1,5811,266.9165930747986,0,5811,266.9165930747986,0
88,1,7341,266.9165930747986,0,7341,266.9165930747986,0
89,1,3533,266.9165930747986,0,3533,266.9165930747986,0
90,1,15203,266.9165930747986,0,15203,266.9165930747986,0
91,1,9841,266.9165930747986,0,9841,266.9165930747986,0
92,1,5808,266.9165930747986,0,5808,266.9165930747986,0
93,1,14614,266.9165930747986,0,14614,266.9165930747986,0
94,1,12229,266.9165930747986,0,12229,266.9165930747986,0
95,1,7190,266.9165930747986,0,7190,266.9165930747986,0
96,1,7156,266.9165930747986,0,7156,266.9165930747986,0
97,1,9837,266.9165930747986,0,9837,266.9165930747986,0
98,0,3446,266.9165930747986,0,3446,266.9165930747986,5
99,1,5713,266.9165930747986,0,5713,266.9165930747986,0
100,1,9835,266.9165930747986,0,9835,266.9165930747986,0
101,1,5683,266.9165930747986,0,5683,266.9165930747986,0
102,1,15150,266.9165930747986,0,15150,266.9165930747986,0
103,0,2241,266.9165930747986,0,2241,266.9165930747986,10
104,1,14606,266.9165930747986,0,14606,266.9165930747986,0
105,1,7181,266.9165930747986,0,7181,266.9165930747986,0
106,1,15228,266.9165930747986,0,15228,266.9165930747986,0
107,1,4205,266.9165930747986,0,4205,266.9165930747986,0
108,1,14219,266.9165930747986,0,14219,266.9165930747986,0
109,1,6933,266.9165930747986,0,6933,266.9165930747986,0
110,1,2953,266.9165930747986,0,2953,266.9165930747986,0
111,1,15215,266.9165930747986,0,15215,266.9165930747986,0
112,1,15271,266.9165930747986,0,15271,266.9165930747986,0
113,1,6777,266.9165930747986,0,6777,266.9165930747986,0
114,1,15265,266.9165930747986,0,15265,266.9165930747986,0
115,1,6784,266.9165930747986,0,6784,266.9165930747986,0
116,1,4012,266.9165930747986,0,4012,266.9165930747986,0
117,1,1810,266.9165930747986,0,1810,266.9165930747986,0
118,1,15255,266.9165930747986,0,15255,266.9165930747986,0
119,1,12410,266.9165930747986,0,12410,266.9165930747986,0
120,1,9778,266.9165930747986,0,9778,266.9165930747986,0
121,1,6845,266.9165930747986,0,6845,266.9165930747986,0
122,1,7297,266.9165930747986,0,7297,266.9165930747986,0
