,right,cam,cam_time,rate,ctm,ctm_time,error_level
0,1,1,-425.6730375289917,,1,-425.6730375289917,0
1,1,11084,-425.6730375289917,,11084,-425.6730375289917,0
2,1,11085,-425.6730375289917,,11085,-425.6730375289917,0
3,1,11086,-425.6730375289917,,11086,-425.6730375289917,0
4,1,11087,-425.6730375289917,,11087,-425.6730375289917,0
5,1,11088,-425.6730375289917,,11088,-425.6730375289917,0
6,1,11089,-425.6730375289917,,11089,-425.6730375289917,0
7,1,11090,-425.6730375289917,,11090,-425.6730375289917,0
8,1,11091,-425.6730375289917,,11091,-425.6730375289917,0
9,1,11092,-425.6730375289917,,11092,-425.6730375289917,0
10,1,11093,-425.6730375289917,,11093,-425.6730375289917,0
11,1,11094,-425.6730375289917,,11094,-425.6730375289917,0
12,1,11095,-425.6730375289917,,11095,-425.6730375289917,0
13,1,11096,-425.6730375289917,,11096,-425.6730375289917,0
14,1,11097,-425.6730375289917,,11097,-425.6730375289917,0
15,1,11098,-425.6730375289917,,11098,-425.6730375289917,0
16,1,11099,-425.6730375289917,,11099,-425.6730375289917,0
17,1,11100,-425.6730375289917,,11100,-425.6730375289917,0
18,1,11101,-425.6730375289917,,11101,-425.6730375289917,0
19,1,11102,-425.6730375289917,,11102,-425.6730375289917,0
20,1,11103,-425.6730375289917,,11103,-425.6730375289917,0
21,1,11104,-425.6730375289917,,11104,-425.6730375289917,0
22,1,11105,-425.6730375289917,,11105,-425.6730375289917,0
23,1,11106,-425.6730375289917,,11106,-425.6730375289917,0
24,1,11107,-425.6730375289917,,11107,-425.6730375289917,0
25,1,11108,-425.6730375289917,,11108,-425.6730375289917,0
26,1,11109,-425.6730375289917,,11109,-425.6730375289917,0
27,1,11110,-425.6730375289917,,11110,-425.6730375289917,0
28,1,11111,-425.6730375289917,,11111,-425.6730375289917,0
29,1,11112,-425.6730375289917,,11112,-425.6730375289917,0
30,1,11083,-425.6730375289917,,11083,-425.6730375289917,0
31,1,11082,-425.6730375289917,,11082,-425.6730375289917,0
32,1,11081,-425.6730375289917,,11081,-425.6730375289917,0
33,1,11065,-425.6730375289917,,11065,-425.6730375289917,0
34,1,11052,-425.6730375289917,,11052,-425.6730375289917,0
35,1,11053,-425.6730375289917,,11053,-425.6730375289917,0
36,1,11054,-425.6730375289917,,11054,-425.6730375289917,0
37,0,11055,-425.6730375289917,,11055,-425.6730375289917,5
38,1,11056,-425.6730375289917,,11056,-425.6730375289917,0
39,1,11057,-425.6730375289917,,11057,-425.6730375289917,0
40,1,11058,-425.6730375289917,,11058,-425.6730375289917,0
41,1,11059,-425.6730375289917,,11059,-425.6730375289917,0
42,1,11060,-425.6730375289917,,11060,-425.6730375289917,0
43,1,11061,-425.6730375289917,,11061,-425.6730375289917,0
44,1,11062,-425.6730375289917,,11062,-425.6730375289917,0
45,1,11063,-425.6730375289917,,11063,-425.6730375289917,0
46,1,11064,-425.6730375289917,,11064,-425.6730375289917,0
47,0,11066,-425.6730375289917,,11066,-425.6730375289917,5
48,1,11080,-425.6730375289917,,11080,-425.6730375289917,0
49,1,11067,-425.6730375289917,,11067,-425.6730375289917,0
50,1,11068,-425.6730375289917,,11068,-425.6730375289917,0
51,1,11069,-425.6730375289917,,11069,-425.6730375289917,0
52,0,11070,-425.6730375289917,,11070,-425.6730375289917,100
53,1,11071,-425.6730375289917,,11071,-425.6730375289917,0
54,1,11072,-425.6730375289917,,11072,-425.6730375289917,0
55,1,11073,-425.6730375289917,,11073,-425.6730375289917,0
56,1,11074,-425.6730375289917,,11074,-425.6730375289917,0
57,1,11075,-425.6730375289917,,11075,-425.6730375289917,0
58,0,11076,-425.6730375289917,,11076,-425.6730375289917,100
59,0,11077,-425.6730375289917,,11077,-425.6730375289917,10
60,1,11078,-425.6730375289917,,11078,-425.6730375289917,0
61,0,11079,-425.6730375289917,,11079,-425.6730375289917,5
62,1,11113,-425.6730375289917,,11113,-425.6730375289917,0
63,1,11115,-425.6730375289917,,11115,-425.6730375289917,0
64,1,11178,-425.6730375289917,,11178,-425.6730375289917,0
65,1,11116,-425.6730375289917,,11116,-425.6730375289917,0
66,1,11149,-425.6730375289917,,11149,-425.6730375289917,0
67,1,11150,-425.6730375289917,,11150,-425.6730375289917,0
68,1,11151,-425.6730375289917,,11151,-425.6730375289917,0
69,1,11152,-425.6730375289917,,11152,-425.6730375289917,0
70,1,11153,-425.6730375289917,,11153,-425.6730375289917,0
71,1,11154,-425.6730375289917,,11154,-425.6730375289917,0
72,1,11155,-425.6730375289917,,11155,-425.6730375289917,0
73,1,11156,-425.6730375289917,,11156,-425.6730375289917,0
74,1,11157,-425.6730375289917,,11157,-425.6730375289917,0
75,1,11158,-425.6730375289917,,11158,-425.6730375289917,0
76,1,11159,-425.6730375289917,,11159,-425.6730375289917,0
77,1,11160,-425.6730375289917,,11160,-425.6730375289917,0
78,0,11161,-425.6730375289917,,11161,-425.6730375289917,5
79,1,11162,-425.6730375289917,,11162,-425.6730375289917,0
80,1,11163,-425.6730375289917,,11163,-425.6730375289917,0
81,1,11164,-425.6730375289917,,11164,-425.6730375289917,0
82,1,11165,-425.6730375289917,,11165,-425.6730375289917,0
83,1,11166,-425.6730375289917,,11166,-425.6730375289917,0
84,1,11167,-425.6730375289917,,11167,-425.6730375289917,0
85,1,11168,-425.6730375289917,,11168,-425.6730375289917,0
86,1,11169,-425.6730375289917,,11169,-425.6730375289917,0
87,1,11170,-425.6730375289917,,11170,-425.6730375289917,0
88,1,11171,-425.6730375289917,,11171,-425.6730375289917,0
89,1,11172,-425.6730375289917,,11172,-425.6730375289917,0
90,1,11173,-425.6730375289917,,11173,-425.6730375289917,0
91,1,11174,-425.6730375289917,,11174,-425.6730375289917,0
92,1,11175,-425.6730375289917,,11175,-425.6730375289917,0
93,1,11176,-425.6730375289917,,11176,-425.6730375289917,0
94,1,11177,-425.6730375289917,,11177,-425.6730375289917,0
95,1,11148,-425.6730375289917,,11148,-425.6730375289917,0
96,1,11147,-425.6730375289917,,11147,-425.6730375289917,0
97,1,11146,-425.6730375289917,,11146,-425.6730375289917,0
98,1,11130,-425.6730375289917,,11130,-425.6730375289917,0
99,1,11117,-425.6730375289917,,11117,-425.6730375289917,0
100,1,11118,-425.6730375289917,,11118,-425.6730375289917,0
101,1,11119,-425.6730375289917,,11119,-425.6730375289917,0
102,1,11120,-425.6730375289917,,11120,-425.6730375289917,0
103,1,11121,-425.6730375289917,,11121,-425.6730375289917,0
104,1,11122,-425.6730375289917,,11122,-425.6730375289917,0
105,1,11123,-425.6730375289917,,11123,-425.6730375289917,0
106,1,11124,-425.6730375289917,,11124,-425.6730375289917,0
107,1,11125,-425.6730375289917,,11125,-425.6730375289917,0
108,1,11126,-425.6730375289917,,11126,-425.6730375289917,0
