,right,cam,cam_time,rate,ctm,ctm_time,error_level
0,1,8452,2794.9506685733795,0,8452,2794.9506685733795,0
1,1,13967,2794.9506685733795,0,13967,2794.9506685733795,0
2,1,15305,2794.9506685733795,0,15305,2794.9506685733795,0
3,1,16640,2794.9506685733795,0,16640,2794.9506685733795,0
4,1,7875,2794.9506685733795,0,7875,2794.9506685733795,0
5,1,6615,2794.9506685733795,0,6615,2794.9506685733795,0
6,1,7701,2794.9506685733795,0,7701,2794.9506685733795,0
7,1,7914,2794.9506685733795,0,7914,2794.9506685733795,0
8,1,7857,2794.9506685733795,0,7857,2794.9506685733795,0
9,1,9830,2794.9506685733795,0,9830,2794.9506685733795,0
10,1,15548,2794.9506685733795,0,15548,2794.9506685733795,0
11,1,10786,2794.9506685733795,0,10786,2794.9506685733795,0
12,1,9809,2794.9506685733795,0,9809,2794.9506685733795,0
13,1,15446,2794.9506685733795,0,15446,2794.9506685733795,0
14,1,11149,2794.9506685733795,0,11149,2794.9506685733795,0
15,0,4103,2794.9506685733795,0,4103,2794.9506685733795,5
16,1,10875,2794.9506685733795,0,10875,2794.9506685733795,0
17,1,13039,2794.9506685733795,0,13039,2794.9506685733795,0
18,1,14932,2794.9506685733795,0,14932,2794.9506685733795,0
19,1,8757,2794.9506685733795,0,8757,2794.9506685733795,0
20,1,14888,2794.9506685733795,0,14888,2794.9506685733795,0
21,1,14724,2794.9506685733795,0,14724,2794.9506685733795,0
22,0,4380,2794.9506685733795,0,4380,2794.9506685733795,5
23,1,12224,2794.9506685733795,0,12224,2794.9506685733795,0
24,1,13455,2794.9506685733795,0,13455,2794.9506685733795,0
25,1,9482,2794.9506685733795,0,9482,2794.9506685733795,0
26,1,13155,2794.9506685733795,0,13155,2794.9506685733795,0
27,1,16223,2794.9506685733795,0,16223,2794.9506685733795,0
28,1,11806,2794.9506685733795,0,11806,2794.9506685733795,0
29,1,6561,2794.9506685733795,0,6561,2794.9506685733795,0
30,1,10723,2794.9506685733795,0,10723,2794.9506685733795,0
31,1,7177,2794.9506685733795,0,7177,2794.9506685733795,0
32,1,11243,2794.9506685733795,0,11243,2794.9506685733795,0
33,1,8146,2794.9506685733795,0,8146,2794.9506685733795,0
34,1,11057,2794.9506685733795,0,11057,2794.9506685733795,0
